Age,Tenure_Years,Account_Balance_LKR,District,CRIB_Status,Recent_Loan_Rejected,Digital_Banking_User,Churn
63,3,107693.0,Ratnapura,Clean,0,1,0
48,8,0.0,Kegalle,Clean,0,0,0
18,2,100550.0,Galle,Defaulted,0,1,1
51,2,17389.0,Kurunegala,Clean,0,0,1
42,1,171253.0,Kandy,Clean,0,1,0
18,4,34367.0,Moneragala,Defaulted,0,0,1
35,0,61118.0,Hambantota,Clean,0,0,0
54,10,162020.0,Colombo,Defaulted,1,1,1
50,4,15474.0,Kurunegala,Clean,0,1,0
33,2,79496.0,Anuradhapura,Clean,0,1,0
22,2,616862.0,Gampaha,Clean,0,0,1
30,1,0.0,Gampaha,Defaulted,1,1,1
35,0,0.0,Colombo,Clean,0,1,0
26,6,497519.0,Galle,Clean,0,0,0
25,3,77291.0,Galle,Clean,0,0,1
52,4,10429.0,Batticaloa,Defaulted,0,0,1
41,1,18532.0,Gampaha,Clean,0,1,0
28,2,2010563.0,Gampaha,Clean,0,0,0
28,3,0.0,Kandy,Clean,0,0,1
42,0,0.0,Colombo,Clean,0,1,0
18,3,23074.0,Matara,Clean,0,0,0
27,0,56660.0,Jaffna,Defaulted,0,1,1
26,1,0.0,Kalutara,Clean,0,1,1
47,17,290925.0,Colombo,Clean,0,1,0
19,2,48608.0,Gampaha,Clean,1,0,1
33,16,0.0,Polonnaruwa,Clean,0,1,0
42,4,7719.0,Kandy,Clean,0,1,0
18,1,0.0,Gampaha,Clean,0,1,1
18,0,405398.0,Kalutara,Clean,1,1,0
31,0,175037.0,Hambantota,Clean,0,0,1
31,1,32857.0,Gampaha,Clean,0,0,1
55,0,19873.0,Galle,Clean,1,1,0
43,2,67301.0,Kalutara,Clean,0,1,0
56,2,46708.0,Ratnapura,Defaulted,1,1,1
54,2,35673.0,Gampaha,Defaulted,1,0,1
41,3,14350.0,Kurunegala,Clean,0,1,0
18,6,30481.0,Galle,Clean,1,0,1
35,6,0.0,Kilinochchi,Clean,1,0,1
51,4,35406.0,Nuwara Eliya,Clean,0,0,1
43,3,20131.0,Trincomalee,Clean,0,0,0
52,8,12790.0,Colombo,Clean,0,1,1
42,6,215583.0,Jaffna,Clean,0,0,0
36,2,8919.0,Nuwara Eliya,Defaulted,0,0,1
46,0,145079.0,Gampaha,Clean,0,1,0
28,0,116590.0,Kandy,Clean,0,1,1
41,19,70621.0,Colombo,Clean,0,1,0
54,0,30938.0,Kandy,Clean,0,1,0
48,2,34046.0,Kandy,Clean,0,0,0
21,1,30797.0,Gampaha,Clean,0,1,0
29,0,560583.0,Polonnaruwa,Clean,0,0,1
38,4,68230.0,Matara,Defaulted,0,1,0
43,1,37588.0,Colombo,Clean,0,1,0
34,8,18682.0,Badulla,Clean,1,0,0
63,1,7378.0,Kalutara,Clean,0,1,1
37,3,53931.0,Ampara,Clean,0,0,0
31,6,350550.0,Hambantota,Defaulted,0,0,1
30,5,409206.0,Anuradhapura,Clean,0,1,0
42,1,11916.0,Galle,Clean,0,1,0
41,3,6817.0,Gampaha,Clean,1,1,0
43,4,287637.0,Kegalle,Clean,0,0,1
37,12,61554.0,Colombo,Clean,0,1,0
35,4,11566.0,Colombo,Clean,0,1,0
39,2,22870.0,Kurunegala,Clean,0,0,1
40,13,0.0,Hambantota,Clean,0,0,1
33,1,0.0,Colombo,Defaulted,1,0,1
52,9,108074.0,Trincomalee,Clean,0,1,0
26,14,192166.0,Ratnapura,Clean,0,0,0
47,0,0.0,Nuwara Eliya,Clean,1,1,0
31,1,0.0,Nuwara Eliya,Clean,1,0,1
41,2,0.0,Gampaha,Defaulted,1,1,1
55,0,1118980.0,Kandy,Clean,0,0,0
51,5,463889.0,Colombo,Clean,0,1,0
41,0,42999.0,Matale,Defaulted,1,0,1
18,1,37389.0,Nuwara Eliya,Clean,1,0,1
35,11,128246.0,Kegalle,Clean,0,1,0
24,3,0.0,Jaffna,Defaulted,1,1,1
52,1,109393.0,Kegalle,Clean,0,1,0
18,0,406198.0,Kandy,Clean,0,0,0
51,0,16307.0,Moneragala,Defaulted,0,0,0
67,4,0.0,Kurunegala,Clean,0,1,0
48,1,238373.0,Matara,Clean,0,0,1
23,9,1115073.0,Gampaha,Clean,0,1,0
37,14,0.0,Colombo,Clean,0,1,0
18,2,0.0,Anuradhapura,Clean,0,0,0
51,0,0.0,Kalutara,Clean,0,0,1
45,2,74759.0,Matara,Defaulted,1,0,1
28,7,23213.0,Mullaitivu,Clean,0,0,0
36,4,233505.0,Moneragala,Clean,0,1,0
41,6,0.0,Hambantota,Clean,0,1,0
26,5,29366.0,Kurunegala,Clean,0,0,0
31,1,400344.0,Gampaha,Clean,0,0,0
59,5,0.0,Gampaha,Clean,0,1,0
41,16,0.0,Colombo,Clean,0,1,0
29,3,62580.0,Colombo,Clean,0,1,0
21,5,201270.0,Jaffna,Defaulted,0,1,1
42,5,0.0,Puttalam,Clean,0,0,1
19,25,457535.0,Kandy,Defaulted,0,0,0
32,1,0.0,Kandy,Clean,0,1,1
46,0,0.0,Gampaha,Clean,0,0,1
40,12,0.0,Kurunegala,Clean,0,0,0
59,0,0.0,Gampaha,Clean,0,0,1
46,1,43250.0,Gampaha,Clean,0,1,0
18,0,439326.0,Kandy,Clean,0,0,0
42,3,2900.0,Colombo,Clean,0,0,0
41,6,0.0,Gampaha,Clean,1,1,1
33,0,27392.0,Batticaloa,Clean,0,0,1
57,0,16095.0,Matara,Clean,1,1,0
27,2,6660.0,Polonnaruwa,Defaulted,1,0,1
39,7,0.0,Colombo,Clean,1,1,1
45,4,0.0,Ampara,Clean,0,0,0
40,12,0.0,Gampaha,Clean,0,1,0
18,16,42353.0,Ratnapura,Clean,1,0,0
59,2,92901.0,Gampaha,Defaulted,1,0,1
37,4,31853.0,Galle,Clean,0,1,0
72,5,42165.0,Colombo,Clean,0,1,0
54,13,0.0,Matale,Clean,0,1,0
35,0,0.0,Nuwara Eliya,Defaulted,0,1,1
21,12,26068.0,Colombo,Clean,1,0,1
31,7,145384.0,Colombo,Clean,0,1,0
39,4,0.0,Matale,Clean,0,0,1
18,8,1052508.0,Colombo,Clean,0,1,0
49,3,376949.0,Colombo,Defaulted,1,1,0
48,9,6811.0,Gampaha,Clean,0,1,0
35,1,53932.0,Gampaha,Clean,0,1,0
35,11,44665.0,Jaffna,Clean,0,1,0
25,3,353879.0,Kurunegala,Clean,0,0,0
57,3,11562.0,Hambantota,Clean,0,0,0
26,3,0.0,Kandy,Clean,0,0,0
40,11,910373.0,Anuradhapura,Clean,0,0,0
36,7,237433.0,Mannar,Clean,0,0,1
33,9,0.0,Colombo,Clean,0,1,1
32,0,114840.0,Colombo,Clean,0,1,0
18,5,920340.0,Colombo,Clean,0,1,0
22,1,58381.0,Matale,Clean,0,0,0
33,2,0.0,Galle,Clean,1,1,0
34,0,125419.0,Kalutara,Clean,0,1,0
36,6,54757.0,Gampaha,Defaulted,0,1,0
38,6,58790.0,Anuradhapura,Defaulted,0,0,0
52,2,0.0,Gampaha,Clean,0,1,1
40,4,19689.0,Hambantota,Clean,0,0,0
57,3,14093.0,Gampaha,Clean,0,1,1
37,3,0.0,Kilinochchi,Defaulted,1,0,1
48,0,858312.0,Hambantota,Clean,0,0,0
45,0,16332.0,Kandy,Clean,1,0,1
23,5,716274.0,Colombo,Defaulted,0,0,1
45,5,74196.0,Matara,Clean,0,0,0
23,0,129755.0,Badulla,Clean,0,0,0
23,1,66909.0,Moneragala,Clean,0,0,0
38,1,0.0,Jaffna,Clean,0,0,1
36,13,0.0,Anuradhapura,Clean,0,0,1
32,0,35706.0,Gampaha,Clean,0,1,0
18,8,23938.0,Ratnapura,Clean,0,1,0
54,0,444013.0,Puttalam,Clean,0,0,1
45,11,78685.0,Vavuniya,Clean,0,1,0
43,0,17268.0,Colombo,Clean,1,1,1
29,0,140387.0,Kandy,Clean,1,0,1
43,2,31143.0,Gampaha,Clean,0,1,0
33,3,50828.0,Kalutara,Clean,0,1,0
43,5,245087.0,Kalutara,Clean,0,1,0
43,1,79135.0,Nuwara Eliya,Clean,0,0,0
23,7,29128.0,Kalutara,Clean,0,0,0
37,1,283615.0,Moneragala,Defaulted,1,0,1
43,7,85759.0,Jaffna,Clean,0,0,0
57,1,148693.0,Matara,Defaulted,1,1,1
18,7,239803.0,Badulla,Clean,0,0,1
38,0,5502.0,Colombo,Clean,0,0,1
58,5,64688.0,Ratnapura,Clean,0,0,0
46,4,144059.0,Batticaloa,Clean,1,1,0
43,0,0.0,Kalutara,Clean,0,1,0
27,7,0.0,Kalutara,Clean,1,1,0
31,3,164217.0,Jaffna,Defaulted,0,1,0
38,0,4027.0,Nuwara Eliya,Clean,0,0,1
57,1,61916.0,Moneragala,Clean,0,0,0
31,0,0.0,Galle,Clean,0,0,1
33,3,8099.0,Mullaitivu,Clean,0,0,0
25,2,0.0,Kandy,Clean,0,1,1
34,8,24422.0,Anuradhapura,Clean,0,1,0
30,2,3797.0,Puttalam,Clean,0,1,0
33,3,281939.0,Kurunegala,Clean,0,0,0
24,5,3332.0,Galle,Clean,0,1,1
25,6,0.0,Colombo,Clean,1,1,1
46,6,35312.0,Gampaha,Clean,1,1,0
44,4,1112720.0,Gampaha,Clean,0,1,0
50,16,80373.0,Gampaha,Clean,0,1,0
47,14,34896.0,Puttalam,Clean,0,1,0
27,3,0.0,Kandy,Defaulted,0,0,1
37,2,0.0,Vavuniya,Clean,0,1,1
36,4,0.0,Ratnapura,Defaulted,1,0,1
36,8,0.0,Jaffna,Clean,1,1,0
44,0,16758.0,Badulla,Clean,1,0,1
36,4,184018.0,Trincomalee,Clean,0,1,1
43,3,369094.0,Anuradhapura,Clean,0,0,0
53,20,19242.0,Kandy,Clean,0,1,0
32,17,31911.0,Anuradhapura,Clean,1,0,1
25,0,718873.0,Matale,Clean,0,0,0
18,2,615877.0,Colombo,Clean,0,1,1
35,0,1899.0,Galle,Clean,1,0,1
47,0,21815.0,Kegalle,Clean,0,1,0
42,2,2104803.0,Matara,Clean,0,0,0
33,0,15261.0,Gampaha,Clean,0,0,0
35,2,621864.0,Trincomalee,Clean,0,1,0
37,1,22836.0,Kalutara,Clean,0,1,0
61,2,0.0,Kurunegala,Clean,0,1,0
19,4,0.0,Gampaha,Clean,0,0,1
53,0,44924.0,Kandy,Clean,0,0,1
34,0,26338.0,Galle,Clean,0,1,0
33,0,391297.0,Colombo,Defaulted,1,1,1
25,7,120941.0,Vavuniya,Clean,0,0,0
53,2,1773.0,Mullaitivu,Defaulted,0,0,1
41,0,36039.0,Ampara,Defaulted,1,0,1
43,6,84153.0,Kegalle,Defaulted,1,0,0
31,1,36918.0,Gampaha,Defaulted,1,1,1
27,0,65572.0,Colombo,Clean,0,1,0
55,1,3373615.0,Colombo,Clean,1,1,0
21,1,71784.0,Ratnapura,Clean,0,0,0
21,0,92507.0,Gampaha,Clean,0,1,0
18,1,10789.0,Hambantota,Clean,0,0,0
30,4,0.0,Hambantota,Clean,0,1,1
27,1,283417.0,Galle,Clean,0,0,1
46,0,23033.0,Batticaloa,Defaulted,1,0,1
21,7,849243.0,Badulla,Clean,0,0,1
35,3,0.0,Vavuniya,Clean,1,1,1
64,2,35425.0,Anuradhapura,Clean,0,0,0
24,8,74956.0,Gampaha,Clean,0,1,0
38,1,6910.0,Hambantota,Clean,0,1,0
34,0,65736.0,Jaffna,Clean,0,1,0
37,6,27255.0,Matara,Clean,1,1,1
34,2,0.0,Gampaha,Clean,0,1,0
40,3,0.0,Gampaha,Clean,0,1,0
37,1,16686.0,Gampaha,Clean,0,1,1
52,15,0.0,Badulla,Clean,0,0,1
42,13,106262.0,Kandy,Clean,0,0,0
30,2,0.0,Gampaha,Clean,0,1,0
24,0,7753.0,Matale,Clean,0,1,1
51,0,95076.0,Colombo,Defaulted,1,0,1
21,10,69796.0,Puttalam,Clean,0,1,0
54,5,709556.0,Colombo,Clean,0,1,0
18,0,178875.0,Ratnapura,Clean,0,0,0
21,0,44548.0,Kandy,Clean,0,1,1
40,0,86978.0,Colombo,Clean,1,1,1
36,5,251561.0,Trincomalee,Clean,0,0,0
46,9,86885.0,Trincomalee,Defaulted,1,1,1
60,7,0.0,Kurunegala,Clean,0,1,0
46,2,11966.0,Matara,Clean,0,0,0
38,7,332576.0,Galle,Clean,0,1,0
18,3,403174.0,Matara,Clean,0,1,1
36,4,169640.0,Colombo,Clean,0,0,0
51,3,24230.0,Batticaloa,Defaulted,1,0,1
31,3,0.0,Mullaitivu,Clean,1,0,1
18,20,0.0,Nuwara Eliya,Clean,0,0,1
58,0,105396.0,Gampaha,Clean,0,0,1
29,0,522525.0,Kandy,Clean,1,0,0
34,5,0.0,Polonnaruwa,Clean,0,0,1
42,8,1903787.0,Ratnapura,Defaulted,1,0,0
26,2,0.0,Vavuniya,Clean,0,1,0
46,5,0.0,Ampara,Clean,0,1,0
49,0,210887.0,Kalutara,Clean,0,0,1
35,3,110956.0,Matale,Defaulted,0,0,0
22,3,0.0,Gampaha,Clean,1,1,0
23,3,0.0,Galle,Clean,0,1,0
59,11,0.0,Kandy,Clean,0,1,0
20,5,91211.0,Gampaha,Defaulted,0,1,1
38,0,100610.0,Nuwara Eliya,Clean,1,0,0
47,4,3148.0,Kurunegala,Clean,0,1,0
40,2,0.0,Galle,Clean,1,1,0
45,1,2108.0,Ampara,Clean,0,0,0
47,5,0.0,Gampaha,Clean,0,0,1
18,0,0.0,Gampaha,Clean,0,1,0
25,0,136727.0,Jaffna,Clean,1,1,1
35,7,350238.0,Kurunegala,Clean,0,1,1
20,10,247036.0,Colombo,Defaulted,0,1,0
41,4,243977.0,Kurunegala,Clean,0,0,0
30,6,0.0,Ratnapura,Clean,0,1,1
51,2,211854.0,Gampaha,Clean,0,1,0
22,1,76659.0,Colombo,Clean,0,1,0
45,13,16275.0,Polonnaruwa,Defaulted,0,1,0
39,3,128536.0,Kalutara,Defaulted,1,1,1
22,6,1463.0,Colombo,Clean,0,1,0
28,9,39719.0,Jaffna,Clean,0,0,0
33,4,76234.0,Kandy,Defaulted,0,1,1
35,11,274892.0,Kandy,Clean,0,0,0
41,0,11739.0,Galle,Clean,0,1,1
41,2,14530.0,Ratnapura,Clean,0,0,0
40,1,611512.0,Colombo,Clean,0,1,0
18,3,0.0,Kurunegala,Defaulted,1,0,1
39,3,22785.0,Matale,Clean,0,0,1
24,0,34192.0,Colombo,Clean,1,0,1
31,1,0.0,Colombo,Clean,0,0,0
43,7,229624.0,Ampara,Defaulted,0,0,0
29,1,687194.0,Hambantota,Clean,0,1,0
18,7,0.0,Matale,Clean,1,1,1
22,1,23201.0,Kandy,Clean,0,0,0
32,4,53761.0,Mannar,Clean,0,0,0
48,8,61218.0,Kurunegala,Defaulted,0,0,1
45,0,305464.0,Jaffna,Clean,0,1,0
40,0,6263.0,Batticaloa,Defaulted,1,1,1
72,8,143558.0,Kalutara,Clean,0,1,0
37,7,0.0,Puttalam,Defaulted,1,0,1
33,2,0.0,Matale,Clean,0,0,0
46,12,421712.0,Gampaha,Clean,0,0,0
29,1,3709.0,Colombo,Clean,0,0,0
41,9,0.0,Kalutara,Clean,0,1,1
21,1,2411489.0,Colombo,Clean,0,1,0
41,0,1769719.0,Galle,Defaulted,0,0,0
30,2,47680.0,Colombo,Clean,1,1,0
18,0,167361.0,Ampara,Clean,0,1,0
30,2,51184.0,Gampaha,Clean,0,1,0
37,2,44984.0,Kurunegala,Clean,0,1,0
47,5,83383.0,Gampaha,Clean,1,1,0
40,8,244517.0,Trincomalee,Clean,0,1,0
36,21,0.0,Colombo,Clean,1,0,0
22,0,47750.0,Badulla,Clean,1,0,0
40,1,0.0,Colombo,Clean,0,1,1
44,1,0.0,Badulla,Defaulted,1,0,1
40,1,3630.0,Kegalle,Clean,0,0,0
55,0,1125517.0,Galle,Clean,0,1,0
34,0,0.0,Gampaha,Clean,1,0,1
45,0,0.0,Gampaha,Clean,0,1,1
35,5,19354.0,Kurunegala,Clean,0,1,0
41,1,299285.0,Kandy,Clean,0,1,0
47,3,21448.0,Badulla,Clean,0,1,0
60,4,0.0,Kurunegala,Defaulted,1,1,1
33,3,163885.0,Gampaha,Clean,0,0,1
49,8,0.0,Galle,Clean,0,0,0
43,8,105129.0,Kilinochchi,Defaulted,1,0,0
45,1,0.0,Anuradhapura,Defaulted,1,1,1
28,2,773704.0,Anuradhapura,Clean,0,0,0
41,5,0.0,Kandy,Clean,1,1,1
30,9,69758.0,Gampaha,Defaulted,1,0,0
41,1,0.0,Colombo,Clean,0,1,1
36,0,33296.0,Trincomalee,Clean,0,0,1
18,3,101780.0,Matara,Clean,0,1,0
32,0,0.0,Ratnapura,Clean,0,0,1
51,11,0.0,Nuwara Eliya,Clean,0,0,0
41,1,20543.0,Ampara,Clean,0,1,0
26,0,254633.0,Kalutara,Clean,0,1,1
37,0,45546.0,Ampara,Defaulted,0,0,1
28,1,22402.0,Kurunegala,Clean,0,0,0
22,0,100469.0,Gampaha,Clean,0,0,1
27,2,43326.0,Kalutara,Clean,1,1,0
36,12,0.0,Kalutara,Clean,0,1,0
47,2,64768.0,Kandy,Clean,0,1,0
20,3,4776857.0,Colombo,Clean,0,1,0
24,5,92654.0,Gampaha,Defaulted,0,0,1
54,6,22463.0,Kandy,Clean,0,1,0
61,0,0.0,Kalutara,Clean,0,1,0
35,2,0.0,Matale,Clean,1,0,1
26,8,0.0,Gampaha,Clean,0,0,0
45,0,10244.0,Nuwara Eliya,Defaulted,1,0,1
26,7,73060.0,Puttalam,Clean,0,0,0
41,2,64712.0,Colombo,Clean,0,0,1
43,0,301240.0,Kandy,Clean,0,1,0
47,2,0.0,Nuwara Eliya,Clean,0,1,0
29,3,199819.0,Trincomalee,Clean,0,1,0
37,10,0.0,Ratnapura,Clean,1,0,1
40,10,107130.0,Kandy,Clean,0,1,0
33,9,48593.0,Colombo,Defaulted,1,1,1
42,4,0.0,Puttalam,Clean,0,0,0
42,0,0.0,Colombo,Clean,0,0,1
45,2,102783.0,Gampaha,Clean,0,1,0
50,9,34054.0,Galle,Clean,0,0,0
40,4,71893.0,Trincomalee,Clean,0,0,0
41,3,24689.0,Kandy,Clean,0,0,1
56,4,61752.0,Kurunegala,Defaulted,0,1,0
27,0,31960.0,Kandy,Clean,0,0,0
59,0,54817.0,Matale,Clean,1,1,1
36,5,158095.0,Kandy,Clean,0,0,0
29,0,0.0,Jaffna,Clean,1,1,1
18,8,0.0,Colombo,Clean,0,1,0
62,2,394379.0,Galle,Clean,0,1,0
62,0,72437.0,Colombo,Defaulted,1,0,1
40,8,772353.0,Kandy,Clean,0,1,0
18,2,0.0,Trincomalee,Defaulted,0,0,1
46,0,0.0,Galle,Clean,1,0,1
46,3,0.0,Kalutara,Defaulted,1,0,1
31,0,108114.0,Anuradhapura,Clean,1,0,0
38,4,35705.0,Gampaha,Clean,1,0,0
66,1,245134.0,Gampaha,Clean,0,0,0
51,2,48220.0,Matara,Clean,0,0,0
18,3,812644.0,Colombo,Defaulted,1,1,1
21,11,598323.0,Gampaha,Clean,0,0,0
62,4,35495.0,Galle,Clean,0,1,0
57,1,176199.0,Colombo,Defaulted,0,1,0
42,2,27477.0,Colombo,Clean,1,1,0
37,1,14527.0,Puttalam,Clean,1,0,1
65,0,1687808.0,Gampaha,Clean,0,1,0
55,11,16307.0,Vavuniya,Clean,1,0,1
34,15,499045.0,Kurunegala,Clean,0,1,0
40,0,0.0,Kandy,Clean,0,1,0
36,1,643891.0,Kalutara,Defaulted,1,1,1
35,7,25296.0,Colombo,Clean,1,0,1
34,3,29094.0,Puttalam,Clean,0,0,1
69,3,48803.0,Matara,Clean,0,0,0
37,3,129027.0,Colombo,Clean,0,1,0
54,1,0.0,Colombo,Clean,0,1,0
61,7,19098.0,Kurunegala,Clean,0,0,0
56,3,589373.0,Galle,Clean,0,0,1
30,2,18655.0,Mannar,Clean,0,1,0
64,3,45868.0,Colombo,Clean,0,1,0
35,3,0.0,Matara,Clean,0,0,1
23,3,0.0,Ratnapura,Clean,0,0,1
43,1,2359206.0,Gampaha,Clean,0,0,0
51,0,0.0,Nuwara Eliya,Clean,0,0,1
28,12,11105.0,Kilinochchi,Clean,0,0,0
44,1,28474.0,Galle,Clean,0,1,0
18,1,9431.0,Trincomalee,Clean,0,1,1
44,7,0.0,Colombo,Defaulted,1,1,1
25,2,0.0,Kalutara,Clean,0,1,0
32,6,2570182.0,Colombo,Clean,0,0,0
35,1,396957.0,Colombo,Clean,0,0,0
33,0,53616.0,Kurunegala,Clean,0,1,0
54,2,34265.0,Gampaha,Clean,0,1,0
51,9,43016.0,Batticaloa,Clean,0,0,0
53,2,28301.0,Ampara,Clean,0,0,0
57,8,0.0,Kurunegala,Clean,1,1,0
52,2,180375.0,Gampaha,Clean,1,0,1
25,2,7199.0,Ratnapura,Clean,1,1,1
18,4,325437.0,Kalutara,Clean,0,0,0
39,0,0.0,Kalutara,Clean,0,0,1
33,5,464789.0,Kalutara,Clean,0,0,1
30,1,23668.0,Kandy,Clean,0,1,0
55,2,5345.0,Ampara,Defaulted,1,0,1
31,0,205024.0,Gampaha,Clean,0,1,0
52,9,0.0,Badulla,Clean,1,1,0
37,7,0.0,Colombo,Clean,0,1,0
27,1,169164.0,Ampara,Clean,0,0,1
35,4,223874.0,Kilinochchi,Clean,0,0,0
32,7,125802.0,Kurunegala,Clean,0,1,0
26,2,0.0,Gampaha,Defaulted,0,1,1
40,3,20679.0,Batticaloa,Clean,0,1,1
39,0,105329.0,Gampaha,Defaulted,0,0,0
18,3,18197.0,Gampaha,Defaulted,0,0,1
26,15,49510.0,Colombo,Clean,0,1,0
37,0,0.0,Badulla,Clean,0,1,0
41,0,1441094.0,Gampaha,Clean,0,1,0
41,10,8600.0,Matale,Clean,1,0,1
35,1,347021.0,Batticaloa,Clean,0,0,0
59,12,8889.0,Colombo,Clean,0,1,0
22,0,51905.0,Colombo,Clean,1,1,1
54,7,33319.0,Ratnapura,Clean,0,0,0
53,0,25431.0,Gampaha,Clean,0,1,0
32,2,36224.0,Batticaloa,Defaulted,0,0,1
18,0,569394.0,Galle,Clean,0,1,0
46,0,136793.0,Jaffna,Clean,0,0,0
31,0,484555.0,Gampaha,Clean,0,1,0
46,0,17919.0,Kilinochchi,Clean,0,0,0
22,7,115382.0,Colombo,Clean,0,1,0
24,10,86566.0,Anuradhapura,Clean,0,0,1
33,1,0.0,Badulla,Clean,1,0,1
29,0,212359.0,Nuwara Eliya,Clean,0,0,0
40,4,40373.0,Colombo,Clean,1,0,0
18,0,230985.0,Kandy,Defaulted,1,0,1
39,0,866825.0,Nuwara Eliya,Clean,0,0,0
28,0,55507.0,Matale,Clean,0,0,0
57,17,39112.0,Colombo,Clean,0,1,0
31,0,4948.0,Kegalle,Defaulted,0,0,1
43,1,40207.0,Kegalle,Clean,1,0,0
24,0,49716.0,Matara,Clean,0,1,0
43,4,42039.0,Gampaha,Clean,0,0,0
31,1,375191.0,Gampaha,Defaulted,1,1,1
50,2,0.0,Colombo,Clean,0,1,0
34,3,0.0,Matale,Defaulted,1,0,1
38,1,39569.0,Kurunegala,Clean,0,0,1
50,8,0.0,Kalutara,Clean,1,0,1
34,0,39113.0,Ratnapura,Clean,0,1,0
35,1,42025.0,Trincomalee,Defaulted,0,0,1
52,2,30371.0,Galle,Clean,0,0,0
37,9,51847.0,Colombo,Clean,0,1,0
18,3,1218442.0,Galle,Clean,0,0,0
34,3,0.0,Galle,Clean,0,1,0
30,13,0.0,Galle,Clean,0,0,0
32,3,81049.0,Kandy,Clean,0,1,0
44,2,0.0,Gampaha,Clean,0,0,1
35,5,18092.0,Kegalle,Clean,0,0,0
45,3,226099.0,Colombo,Clean,0,0,0
36,1,64595.0,Gampaha,Clean,0,0,1
49,8,16114.0,Anuradhapura,Clean,0,0,0
23,0,1194883.0,Badulla,Clean,0,0,0
37,2,95898.0,Trincomalee,Clean,0,0,0
24,3,60162.0,Colombo,Clean,0,1,0
29,4,40032.0,Gampaha,Clean,0,1,0
25,0,26365.0,Nuwara Eliya,Clean,1,0,0
26,5,568154.0,Puttalam,Clean,0,0,0
30,3,16138.0,Kurunegala,Defaulted,0,0,1
40,7,13584.0,Kurunegala,Clean,0,0,0
31,3,0.0,Nuwara Eliya,Clean,1,1,1
31,0,61656.0,Gampaha,Clean,0,1,1
40,5,101391.0,Galle,Clean,0,1,0
61,1,12709.0,Nuwara Eliya,Clean,0,1,1
18,13,305112.0,Gampaha,Clean,0,1,0
37,1,347303.0,Colombo,Clean,1,0,0
24,2,38542.0,Moneragala,Clean,0,0,0
44,0,0.0,Anuradhapura,Clean,0,1,1
33,1,26671.0,Moneragala,Clean,0,0,1
19,6,16916.0,Badulla,Defaulted,1,0,1
48,3,0.0,Colombo,Defaulted,1,1,1
19,24,25170.0,Kurunegala,Clean,0,1,0
52,0,36353.0,Hambantota,Defaulted,0,0,1
21,1,89604.0,Matara,Clean,0,0,0
39,8,56022.0,Galle,Clean,0,1,0
41,3,297849.0,Kandy,Clean,0,1,0
23,0,886973.0,Kalutara,Clean,0,1,0
24,17,1107.0,Gampaha,Clean,0,1,0
37,0,16885.0,Jaffna,Clean,0,0,1
31,1,1323.0,Colombo,Defaulted,0,1,1
26,7,423847.0,Matara,Clean,0,1,0
55,1,57326.0,Nuwara Eliya,Clean,0,0,0
44,0,376492.0,Kilinochchi,Clean,0,1,0
18,1,0.0,Badulla,Defaulted,1,0,1
36,0,63078.0,Matale,Clean,1,1,1
21,0,2115971.0,Colombo,Clean,0,1,0
18,1,38872.0,Colombo,Clean,0,0,1
25,8,187614.0,Kurunegala,Clean,0,0,1
31,5,193591.0,Kurunegala,Clean,0,0,1
60,0,0.0,Gampaha,Clean,0,1,1
19,4,76387.0,Gampaha,Clean,0,1,0
45,6,161966.0,Kurunegala,Clean,0,0,1
26,14,0.0,Kandy,Clean,0,1,0
32,2,57812.0,Colombo,Clean,0,1,0
35,7,472402.0,Ampara,Clean,0,0,0
42,5,20683.0,Trincomalee,Clean,0,0,1
38,0,25339.0,Kegalle,Clean,1,0,0
60,0,233733.0,Gampaha,Clean,0,0,1
27,0,45020.0,Kurunegala,Clean,1,0,0
45,5,95515.0,Colombo,Clean,0,1,0
30,6,0.0,Gampaha,Clean,0,0,1
39,5,0.0,Matara,Clean,1,0,0
21,5,0.0,Kurunegala,Clean,0,0,1
18,3,578072.0,Puttalam,Clean,0,1,0
42,0,18446.0,Batticaloa,Defaulted,1,1,1
18,5,28791.0,Kurunegala,Clean,0,1,1
52,0,96174.0,Colombo,Clean,0,1,0
55,7,24699.0,Gampaha,Defaulted,1,1,1
28,1,54226.0,Matale,Clean,0,0,0
33,4,910123.0,Colombo,Clean,0,1,0
27,5,164514.0,Gampaha,Defaulted,0,0,1
18,1,144569.0,Badulla,Clean,1,0,0
18,2,26344.0,Gampaha,Defaulted,1,0,1
31,25,0.0,Matale,Clean,0,1,0
26,4,0.0,Jaffna,Defaulted,1,0,1
23,1,325264.0,Colombo,Clean,0,1,0
52,2,49312.0,Gampaha,Clean,0,1,0
29,23,49315.0,Kandy,Clean,0,1,0
45,10,52987.0,Jaffna,Clean,0,1,0
25,11,0.0,Puttalam,Clean,1,0,1
51,1,54401.0,Jaffna,Clean,0,1,0
18,2,184517.0,Gampaha,Clean,0,0,0
31,4,78407.0,Gampaha,Defaulted,1,0,1
58,0,0.0,Gampaha,Clean,0,0,0
49,3,44533.0,Kegalle,Clean,0,1,0
24,6,84271.0,Matale,Clean,0,1,0
19,13,1969083.0,Nuwara Eliya,Clean,0,0,0
42,8,184060.0,Kalutara,Clean,0,0,0
49,0,109399.0,Gampaha,Clean,0,0,0
37,7,41238.0,Matara,Clean,0,1,0
18,1,112517.0,Gampaha,Clean,0,0,0
44,3,22785.0,Kandy,Clean,0,0,0
